word,ipa,accent_model,syllable_count,source
offense,/əˈfɛns/,GA,2,standard dictionary pronunciation; cross-check pending
penalty,/ˈpɛnəlti/,GA,3,standard dictionary pronunciation; cross-check pending
punishment,/ˈpʌnɪʃmənt/,GA,3,standard dictionary pronunciation; cross-check pending
enforcement,/ɪnˈfɔːrsmənt/,GA,3,standard dictionary pronunciation; cross-check pending
regulation,/ˌrɛɡjəˈleɪʃən/,GA,4,standard dictionary pronunciation; cross-check pending
regulate,/ˈrɛɡjəleɪt/,GA,3,standard dictionary pronunciation; cross-check pending
authority,/əˈθɔːrəti/,GA,4,standard dictionary pronunciation; cross-check pending
election,/ɪˈlɛkʃən/,GA,3,standard dictionary pronunciation; cross-check pending
candidate,/ˈkændɪdət/,GA,3,standard dictionary pronunciation; cross-check pending
campaign,/kæmˈpeɪn/,GA,2,standard dictionary pronunciation; cross-check pending
democracy,/dɪˈmɑːkrəsi/,GA,4,standard dictionary pronunciation; cross-check pending
democratic,/ˌdɛməˈkrætɪk/,GA,4,standard dictionary pronunciation; cross-check pending
citizen,/ˈsɪtəzən/,GA,3,standard dictionary pronunciation; cross-check pending
citizenship,/ˈsɪtəzənʃɪp/,GA,4,standard dictionary pronunciation; cross-check pending
constitution,/ˌkɑːnstɪˈtuːʃən/,GA,4,standard dictionary pronunciation; cross-check pending
parliament,/ˈpɑːrləmənt/,GA,3,standard dictionary pronunciation; cross-check pending
senate,/ˈsɛnət/,GA,2,standard dictionary pronunciation; cross-check pending
diplomat,/ˈdɪpləmæt/,GA,3,standard dictionary pronunciation; cross-check pending
diplomatic,/ˌdɪpləˈmætɪk/,GA,4,standard dictionary pronunciation; cross-check pending
literature,/ˈlɪtərətʃər/,GA,4,standard dictionary pronunciation; cross-check pending
novel,/ˈnɑːvəl/,GA,2,standard dictionary pronunciation; cross-check pending
poetry,/ˈpoʊətri/,GA,3,standard dictionary pronunciation; cross-check pending
author,/ˈɔːθər/,GA,2,standard dictionary pronunciation; cross-check pending
narrative,/ˈnærətɪv/,GA,3,standard dictionary pronunciation; cross-check pending
fiction,/ˈfɪkʃən/,GA,2,standard dictionary pronunciation; cross-check pending
character,/ˈkærəktər/,GA,3,standard dictionary pronunciation; cross-check pending
theater,/ˈθiːətər/,GA,3,standard dictionary pronunciation; cross-check pending
performance,/pərˈfɔːrməns/,GA,3,standard dictionary pronunciation; cross-check pending
perform,/pərˈfɔːrm/,GA,2,standard dictionary pronunciation; cross-check pending
exhibition,/ˌɛksɪˈbɪʃən/,GA,4,standard dictionary pronunciation; cross-check pending
gallery,/ˈɡæləri/,GA,3,standard dictionary pronunciation; cross-check pending
sculpture,/ˈskʌlptʃər/,GA,2,standard dictionary pronunciation; cross-check pending
architecture,/ˈɑːrkɪtɛktʃər/,GA,4,standard dictionary pronunciation; cross-check pending
architect,/ˈɑːrkɪtɛkt/,GA,3,standard dictionary pronunciation; cross-check pending
athlete,/ˈæθliːt/,GA,2,standard dictionary pronunciation; cross-check pending
athletic,/æθˈlɛtɪk/,GA,3,standard dictionary pronunciation; cross-check pending
championship,/ˈtʃæmpiənʃɪp/,GA,4,standard dictionary pronunciation; cross-check pending
tournament,/ˈtʊrnəmənt/,GA,3,standard dictionary pronunciation; cross-check pending
stadium,/ˈsteɪdiəm/,GA,3,standard dictionary pronunciation; cross-check pending
spectator,/ˈspɛkteɪtər/,GA,3,standard dictionary pronunciation; cross-check pending
leisure,/ˈliːʒər/,GA,2,standard dictionary pronunciation; verified via WebSearch cross-reference (2026-08-06) against Cambridge Dictionary/Wiktionary aggregated results — direct site fetch still returns 403
hobby,/ˈhɑːbi/,GA,2,standard dictionary pronunciation; cross-check pending
recreation,/ˌrɛkriˈeɪʃən/,GA,4,standard dictionary pronunciation; cross-check pending
tourism,/ˈtʊrɪzəm/,GA,3,standard dictionary pronunciation; cross-check pending
tourist,/ˈtʊrɪst/,GA,2,standard dictionary pronunciation; cross-check pending
destination,/ˌdɛstɪˈneɪʃən/,GA,4,standard dictionary pronunciation; cross-check pending
accommodation,/əˌkɑːməˈdeɪʃən/,GA,5,standard dictionary pronunciation; cross-check pending
itinerary,/aɪˈtɪnərɛri/,GA,5,standard dictionary pronunciation; cross-check pending
souvenir,/ˌsuːvəˈnɪr/,GA,3,standard dictionary pronunciation; verified via WebSearch cross-reference (2026-08-06) against Cambridge Dictionary/Wiktionary aggregated results — direct site fetch still returns 403
experiment,/ɪkˈspɛrəmənt/,GA,4,standard dictionary pronunciation; cross-check pending
laboratory,/ˈlæbrəˌtɔːri/,GA,4,standard dictionary pronunciation; cross-check pending
observe,/əbˈzɜːrv/,GA,2,standard dictionary pronunciation; cross-check pending
observation,/ˌɑːbzərˈveɪʃən/,GA,4,standard dictionary pronunciation; cross-check pending
sample,/ˈsæmpəl/,GA,2,standard dictionary pronunciation; cross-check pending
survey,"noun /ˈsɜːrveɪ/, verb /sərˈveɪ/",GA,2,standard dictionary pronunciation; verified via WebSearch cross-reference (2026-08-06) against Cambridge Dictionary/Wiktionary aggregated results — direct site fetch still returns 403
questionnaire,/ˌkwɛstʃəˈnɛr/,GA,3,standard dictionary pronunciation; cross-check pending
verify,/ˈvɛrɪfaɪ/,GA,3,standard dictionary pronunciation; cross-check pending
verification,/ˌvɛrɪfɪˈkeɪʃən/,GA,5,standard dictionary pronunciation; cross-check pending
replicate,/ˈrɛplɪkeɪt/,GA,3,standard dictionary pronunciation; cross-check pending
empirical,/ɪmˈpɪrɪkəl/,GA,4,standard dictionary pronunciation; cross-check pending
quantitative,/ˈkwɑːntɪteɪtɪv/,GA,4,standard dictionary pronunciation; cross-check pending
qualitative,/ˈkwɑːlɪteɪtɪv/,GA,4,standard dictionary pronunciation; cross-check pending
statistic,/stəˈtɪstɪk/,GA,3,standard dictionary pronunciation; cross-check pending
statistics,/stəˈtɪstɪks/,GA,3,standard dictionary pronunciation; cross-check pending
scientist,/ˈsaɪəntɪst/,GA,3,standard dictionary pronunciation; cross-check pending
discovery,/dɪˈskʌvəri/,GA,3,standard dictionary pronunciation; cross-check pending
discover,/dɪˈskʌvər/,GA,3,standard dictionary pronunciation; cross-check pending
invention,/ɪnˈvɛnʃən/,GA,3,standard dictionary pronunciation; cross-check pending
invent,/ɪnˈvɛnt/,GA,2,standard dictionary pronunciation; cross-check pending
breakthrough,/ˈbreɪkθruː/,GA,2,standard dictionary pronunciation; cross-check pending
prototype,/ˈproʊtətaɪp/,GA,3,standard dictionary pronunciation; cross-check pending
simulate,/ˈsɪmjəleɪt/,GA,3,standard dictionary pronunciation; cross-check pending
simulation,/ˌsɪmjəˈleɪʃən/,GA,4,standard dictionary pronunciation; cross-check pending
calculate,/ˈkælkjəleɪt/,GA,3,standard dictionary pronunciation; cross-check pending
calculation,/ˌkælkjəˈleɪʃən/,GA,4,standard dictionary pronunciation; cross-check pending
measurement,/ˈmɛʒərmənt/,GA,3,standard dictionary pronunciation; cross-check pending
measure,/ˈmɛʒər/,GA,2,standard dictionary pronunciation; cross-check pending
assess,/əˈsɛs/,GA,2,standard dictionary pronunciation; cross-check pending
assessment,/əˈsɛsmənt/,GA,3,standard dictionary pronunciation; cross-check pending
household,/ˈhaʊshoʊld/,GA,2,standard dictionary pronunciation; cross-check pending
family,/ˈfæməli/,GA,3,standard dictionary pronunciation; cross-check pending
relative,/ˈrɛlətɪv/,GA,3,standard dictionary pronunciation; cross-check pending
sibling,/ˈsɪblɪŋ/,GA,2,standard dictionary pronunciation; cross-check pending
parent,/ˈpɛrənt/,GA,2,standard dictionary pronunciation; cross-check pending
spouse,/spaʊs/,GA,1,standard dictionary pronunciation; cross-check pending
marriage,/ˈmærɪdʒ/,GA,2,standard dictionary pronunciation; cross-check pending
divorce,/dɪˈvɔːrs/,GA,2,standard dictionary pronunciation; cross-check pending
childhood,/ˈtʃaɪldhʊd/,GA,2,standard dictionary pronunciation; cross-check pending
elderly,/ˈɛldərli/,GA,3,standard dictionary pronunciation; cross-check pending
guardian,/ˈɡɑːrdiən/,GA,3,standard dictionary pronunciation; cross-check pending
upbringing,/ˈʌpbrɪŋɪŋ/,GA,3,standard dictionary pronunciation; cross-check pending
ancestor,/ˈænsɛstər/,GA,3,standard dictionary pronunciation; cross-check pending
descendant,/dɪˈsɛndənt/,GA,3,standard dictionary pronunciation; cross-check pending
diet,/ˈdaɪət/,GA,2,standard dictionary pronunciation; cross-check pending
appetite,/ˈæpɪtaɪt/,GA,3,standard dictionary pronunciation; cross-check pending
allergy,/ˈælərdʒi/,GA,3,standard dictionary pronunciation; cross-check pending
therapy,/ˈθɛrəpi/,GA,3,standard dictionary pronunciation; cross-check pending
therapist,/ˈθɛrəpɪst/,GA,3,standard dictionary pronunciation; cross-check pending
hospital,/ˈhɑːspɪtəl/,GA,3,standard dictionary pronunciation; cross-check pending
clinic,/ˈklɪnɪk/,GA,2,standard dictionary pronunciation; cross-check pending
patient,/ˈpeɪʃənt/,GA,2,standard dictionary pronunciation; cross-check pending
physician,/fɪˈzɪʃən/,GA,3,standard dictionary pronunciation; cross-check pending
surgeon,/ˈsɜːrdʒən/,GA,2,standard dictionary pronunciation; cross-check pending
prescription,/prɪˈskrɪpʃən/,GA,3,standard dictionary pronunciation; cross-check pending
medication,/ˌmɛdɪˈkeɪʃən/,GA,4,standard dictionary pronunciation; cross-check pending
recovery,/rɪˈkʌvəri/,GA,3,standard dictionary pronunciation; cross-check pending
rehabilitation,/ˌriːəˌbɪlɪˈteɪʃən/,GA,6,standard dictionary pronunciation; cross-check pending
wellness,/ˈwɛlnəs/,GA,2,standard dictionary pronunciation; cross-check pending
hygiene,/ˈhaɪdʒiːn/,GA,2,standard dictionary pronunciation; cross-check pending
airport,/ˈɛrpɔːrt/,GA,2,standard dictionary pronunciation; cross-check pending
passenger,/ˈpæsɪndʒər/,GA,3,standard dictionary pronunciation; cross-check pending
luggage,/ˈlʌɡɪdʒ/,GA,2,standard dictionary pronunciation; cross-check pending
departure,/dɪˈpɑːrtʃər/,GA,3,standard dictionary pronunciation; cross-check pending
arrival,/əˈraɪvəl/,GA,3,standard dictionary pronunciation; cross-check pending
boarding,/ˈbɔːrdɪŋ/,GA,2,standard dictionary pronunciation; cross-check pending
terminal,/ˈtɜːrmɪnəl/,GA,3,standard dictionary pronunciation; cross-check pending
customs,/ˈkʌstəmz/,GA,2,standard dictionary pronunciation; cross-check pending
immigration,/ˌɪmɪˈɡreɪʃən/,GA,4,standard dictionary pronunciation; cross-check pending
passport,/ˈpæspɔːrt/,GA,2,standard dictionary pronunciation; cross-check pending
transit,/ˈtrænzɪt/,GA,2,standard dictionary pronunciation; cross-check pending
delay,/dɪˈleɪ/,GA,2,standard dictionary pronunciation; cross-check pending
route,/ruːt/ (attested variant /raʊt/),GA,1,standard dictionary pronunciation; verified via WebSearch cross-reference (2026-08-06) against Cambridge Dictionary/Wiktionary aggregated results — direct site fetch still returns 403
traffic,/ˈtræfɪk/,GA,2,standard dictionary pronunciation; cross-check pending
congestion,/kənˈdʒɛstʃən/,GA,3,standard dictionary pronunciation; cross-check pending
weather,/ˈwɛðər/,GA,2,standard dictionary pronunciation; cross-check pending
forecast,/ˈfɔːrkæst/,GA,2,standard dictionary pronunciation; cross-check pending
humidity,/hjuːˈmɪdəti/,GA,4,standard dictionary pronunciation; cross-check pending
precipitation,/prɪˌsɪpɪˈteɪʃən/,GA,5,standard dictionary pronunciation; cross-check pending
drought,/draʊt/,GA,1,standard dictionary pronunciation; cross-check pending
flood,/flʌd/,GA,1,standard dictionary pronunciation; cross-check pending
hurricane,/ˈhɜːrəkeɪn/,GA,3,standard dictionary pronunciation; cross-check pending
thunderstorm,/ˈθʌndərstɔːrm/,GA,2,standard dictionary pronunciation; cross-check pending
wind,/wɪnd/,GA,1,standard dictionary pronunciation; cross-check pending
rainfall,/ˈreɪnfɔːl/,GA,2,standard dictionary pronunciation; cross-check pending
storm,/stɔːrm/,GA,1,standard dictionary pronunciation; cross-check pending
disaster,/dɪˈzæstər/,GA,3,standard dictionary pronunciation; cross-check pending
earthquake,/ˈɜːrθkweɪk/,GA,2,standard dictionary pronunciation; cross-check pending
wildfire,/ˈwaɪldfaɪər/,GA,2,standard dictionary pronunciation; cross-check pending
tornado,/tɔːrˈneɪdoʊ/,GA,3,standard dictionary pronunciation; cross-check pending
interview,/ˈɪntərvjuː/,GA,3,standard dictionary pronunciation; cross-check pending
resume,noun (CV) /ˈrɛzəmeɪ/; verb /rɪˈzuːm/,GA,3,standard dictionary pronunciation; verified via WebSearch cross-reference (2026-08-06) against Cambridge Dictionary/Wiktionary aggregated results — direct site fetch still returns 403
application,/ˌæplɪˈkeɪʃən/,GA,4,standard dictionary pronunciation; cross-check pending
promotion,/prəˈmoʊʃən/,GA,3,standard dictionary pronunciation; cross-check pending
recruit,/rɪˈkruːt/,GA,2,standard dictionary pronunciation; cross-check pending
recruitment,/rɪˈkruːtmənt/,GA,3,standard dictionary pronunciation; cross-check pending
onboarding,/ˈɑːnˌbɔːrdɪŋ/,GA,3,standard dictionary pronunciation; cross-check pending
teamwork,/ˈtiːmwɜːrk/,GA,2,standard dictionary pronunciation; cross-check pending
freelance,/ˈfriːlæns/,GA,2,standard dictionary pronunciation; cross-check pending
remote,/rɪˈmoʊt/,GA,2,standard dictionary pronunciation; cross-check pending
overtime,/ˈoʊvərtaɪm/,GA,3,standard dictionary pronunciation; cross-check pending
appraisal,/əˈpreɪzəl/,GA,3,standard dictionary pronunciation; cross-check pending
feedback,/ˈfiːdbæk/,GA,2,standard dictionary pronunciation; cross-check pending
mentor,/ˈmɛntɔːr/,GA,2,standard dictionary pronunciation; cross-check pending
internship,/ˈɪntɜːrnʃɪp/,GA,3,standard dictionary pronunciation; cross-check pending
password,/ˈpæswɜːrd/,GA,2,standard dictionary pronunciation; cross-check pending
username,/ˈjuːzərneɪm/,GA,3,standard dictionary pronunciation; cross-check pending
upload,"/ˈʌploʊd/ (verb stress more variable, toward /ʌpˈloʊd/)",GA,2,standard dictionary pronunciation; cross-check pending
download,/ˈdaʊnloʊd/,GA,2,standard dictionary pronunciation; cross-check pending
browser,/ˈbraʊzər/,GA,2,standard dictionary pronunciation; cross-check pending
website,/ˈwɛbsaɪt/,GA,2,standard dictionary pronunciation; cross-check pending
encryption,/ɪnˈkrɪpʃən/,GA,3,standard dictionary pronunciation; cross-check pending
cybersecurity,/ˌsaɪbərsɪˈkjʊrəti/,GA,6,standard dictionary pronunciation; cross-check pending
malware,/ˈmælwɛr/,GA,2,standard dictionary pronunciation; cross-check pending
firewall,/ˈfaɪərwɔːl/,GA,2,standard dictionary pronunciation; cross-check pending
cloud,/klaʊd/,GA,1,standard dictionary pronunciation; cross-check pending
streaming,/ˈstriːmɪŋ/,GA,2,standard dictionary pronunciation; cross-check pending
subscription,/səbˈskrɪpʃən/,GA,3,standard dictionary pronunciation; cross-check pending
app,/æp/,GA,1,standard dictionary pronunciation; cross-check pending
notification,/ˌnoʊtɪfɪˈkeɪʃən/,GA,5,standard dictionary pronunciation; cross-check pending
anxious,/ˈæŋkʃəs/,GA,2,standard dictionary pronunciation; verified via WebSearch cross-reference (2026-08-06) against Cambridge Dictionary/Wiktionary aggregated results — direct site fetch still returns 403
anxiety,/æŋˈzaɪəti/,GA,4,standard dictionary pronunciation; verified via WebSearch cross-reference (2026-08-06) against Cambridge Dictionary/Wiktionary aggregated results — direct site fetch still returns 403
confident,/ˈkɑːnfɪdənt/,GA,3,standard dictionary pronunciation; cross-check pending
confidence,/ˈkɑːnfɪdəns/,GA,3,standard dictionary pronunciation; cross-check pending
enthusiastic,/ɪnˌθuːziˈæstɪk/,GA,5,standard dictionary pronunciation; cross-check pending
enthusiasm,/ɪnˈθuːziæzəm/,GA,4,standard dictionary pronunciation; cross-check pending
curious,/ˈkjʊriəs/,GA,3,standard dictionary pronunciation; verified via WebSearch cross-reference (2026-08-06) against Cambridge Dictionary/Wiktionary aggregated results — direct site fetch still returns 403
curiosity,/ˌkjʊriˈɑːsəti/,GA,5,standard dictionary pronunciation; verified via WebSearch cross-reference (2026-08-06) against Cambridge Dictionary/Wiktionary aggregated results — direct site fetch still returns 403
ambitious,/æmˈbɪʃəs/,GA,3,standard dictionary pronunciation; cross-check pending
ambition,/æmˈbɪʃən/,GA,3,standard dictionary pronunciation; cross-check pending
humble,/ˈhʌmbəl/,GA,2,standard dictionary pronunciation; verified via WebSearch cross-reference (2026-08-06) against Cambridge Dictionary/Wiktionary aggregated results — direct site fetch still returns 403
humility,/hjuːˈmɪləti/,GA,4,standard dictionary pronunciation; verified via WebSearch cross-reference (2026-08-06) against Cambridge Dictionary/Wiktionary aggregated results — direct site fetch still returns 403
optimistic,/ˌɑːptɪˈmɪstɪk/,GA,5,standard dictionary pronunciation; cross-check pending
optimism,/ˈɑːptɪmɪzəm/,GA,4,standard dictionary pronunciation; cross-check pending
resilient,/rɪˈzɪljənt/,GA,3,standard dictionary pronunciation; cross-check pending
resilience,/rɪˈzɪljəns/,GA,3,standard dictionary pronunciation; cross-check pending
empathy,/ˈɛmpəθi/,GA,3,standard dictionary pronunciation; cross-check pending
empathetic,/ˌɛmpəˈθɛtɪk/,GA,4,standard dictionary pronunciation; cross-check pending
gratitude,/ˈɡrætɪtuːd/,GA,3,standard dictionary pronunciation; cross-check pending
grateful,/ˈɡreɪtfəl/,GA,2,standard dictionary pronunciation; cross-check pending
